,category_code,status,founded_at,country_code,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_BRA,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_IRL,country_code_ISR,country_code_NLD,country_code_USA,country_code_other,isClosed,active_days
7943,software,1,2011,NLD,5.0,125371133.0,1.0,1.0,52.2291696,5.1668974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3285.0
7946,web,1,2004,GBR,5.0,125371133.0,1.0,1.0,54.978252,-1.61778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
7953,education,1,2011,CAN,5.0,125371133.0,1.0,1.0,43.653226,-79.3831843,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3285.0
7954,web,2,2011,USA,5.0,125371133.0,2.0,3.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4380.0
7957,network_hosting,1,2005,other,5.0,125371133.0,1.0,3.0,43.7695604,11.2558136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
7968,web,1,2011,CAN,5.0,125371133.0,1.0,2.0,49.2827291,-123.1207375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6935.0
7980,public_relations,1,2011,USA,5.0,125371133.0,1.0,2.0,40.9970909,-75.172533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
7981,other,1,2011,ESP,5.0,125371133.0,1.0,2.0,41.3850639,2.1734035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4745.0
7994,ecommerce,1,1969,USA,5.0,125371133.0,1.0,1.0,40.8395922,-74.4818698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
7995,mobile,1,2011,other,5.0,125371133.0,1.0,1.0,50.4501,30.5234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6935.0
7998,consulting,1,1992,USA,5.0,125371133.0,1.0,11.0,37.7749295,-122.4194155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8007,network_hosting,1,2005,USA,5.0,125371133.0,1.0,3.0,43.9140162,-69.966996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8009,ecommerce,1,2010,USA,5.0,125371133.0,2.0,14.0,39.9525839,-75.1652215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
8010,other,1,2007,IND,5.0,125371133.0,1.0,1.0,18.5204303,73.8567437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6570.0
8013,web,1,2011,CAN,5.0,125371133.0,1.0,3.0,42.492786,-92.3425775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3650.0
8015,software,1,2010,ISR,5.0,125371133.0,1.0,2.0,32.0852999,34.7817676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10585.0
8017,consulting,1,2001,IRL,5.0,125371133.0,1.0,1.0,53.3498053,-6.2603097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3285.0
8021,consulting,1,1993,USA,5.0,125371133.0,1.0,2.0,36.6103334,-88.314761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
8024,other,1,2006,USA,5.0,125371133.0,1.0,2.0,33.5604168,-81.7195533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8027,mobile,1,2009,USA,5.0,125371133.0,2.0,5.0,37.3382082,-121.8863286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8028,consulting,1,2008,USA,5.0,125371133.0,1.0,3.0,41.8781136,-87.6297982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8029,mobile,1,2010,USA,5.0,125371133.0,2.0,2.0,32.715738,-117.1610838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
8035,other,1,2010,USA,5.0,125371133.0,1.0,3.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8037,consulting,1,2011,USA,5.0,125371133.0,1.0,1.0,38.9906657,-77.026088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8047,other,2,2004,USA,5.0,125371133.0,2.0,4.0,34.0165053,-118.1137535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3285.0
8052,web,1,2005,USA,5.0,125371133.0,3.0,3.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
8053,advertising,1,2006,USA,5.0,125371133.0,1.0,1.0,36.7682088,-76.2874927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
8056,software,1,2007,IND,5.0,125371133.0,1.0,3.0,12.9715987,77.5945627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3285.0
8060,other,1,2006,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4015.0
8061,advertising,1,2007,USA,5.0,125371133.0,2.0,2.0,39.7392358,-104.990251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9125.0
8062,ecommerce,1,2011,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4745.0
8065,advertising,1,2009,other,5.0,125371133.0,1.0,3.0,-6.2614927,106.8105998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
8075,web,1,2004,ESP,5.0,125371133.0,1.0,1.0,40.4167754,-3.7037902,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3285.0
8083,software,1,2008,CAN,5.0,125371133.0,1.0,2.0,51.0486151,-114.0708459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3650.0
8095,enterprise,1,2011,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7665.0
8101,ecommerce,1,2000,CAN,5.0,125371133.0,1.0,5.0,49.2827291,-123.1207375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4380.0
8105,advertising,2,1999,USA,5.0,125371133.0,3.0,23.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
8106,consulting,1,2008,CAN,5.0,125371133.0,1.0,4.0,43.653226,-79.3831843,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4745.0
8115,games_video,1,2011,USA,5.0,125371133.0,1.0,2.0,37.4635519,-122.4285862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8142,public_relations,2,1990,CAN,5.0,125371133.0,1.0,1.0,45.4215296,-75.6971931,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3650.0
8144,ecommerce,1,2010,IND,5.0,125371133.0,1.0,5.0,12.9715987,77.5945627,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3285.0
8145,advertising,1,1999,USA,5.0,125371133.0,1.0,1.0,42.963947,-78.7378091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8148,enterprise,1,1958,USA,5.0,125371133.0,1.0,14.0,42.4906231,-71.2760089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
8151,other,1,2011,USA,5.0,125371133.0,1.0,1.0,40.9970909,-75.172533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8155,network_hosting,1,2011,IND,5.0,125371133.0,1.0,4.0,12.9715987,77.5945627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3285.0
8159,web,2,1995,USA,5.0,125371133.0,1.0,3.0,33.1626193,-96.9375051,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
8163,consulting,1,2011,GBR,5.0,125371133.0,2.0,2.0,51.5073509,-0.1277583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3650.0
8165,software,1,2007,other,5.0,125371133.0,1.0,2.0,59.3293235,18.0685808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4015.0
8169,other,1,2008,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
8170,software,1,2004,GBR,5.0,125371133.0,1.0,2.0,51.81846,-0.358953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
8175,mobile,1,2008,GBR,5.0,125371133.0,1.0,2.0,50.98893,-1.49658,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
8185,other,1,2011,USA,5.0,125371133.0,2.0,1.0,40.1672068,-105.1019275,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8188,ecommerce,1,2012,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8195,web,1,1998,USA,5.0,125371133.0,1.0,5.0,44.8277446,-92.9438218,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
8200,consulting,1,2009,USA,5.0,125371133.0,1.0,1.0,40.7127753,-74.0059728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8201,software,1,1982,other,5.0,125371133.0,1.0,5.0,25.6866142,-100.3161126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
8226,other,2,1987,USA,5.0,125371133.0,3.0,75.0,37.3541079,-121.9552356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15695.0
8231,advertising,1,2011,DEU,5.0,125371133.0,1.0,2.0,33.401113,-84.7722109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3650.0
8234,consulting,1,2008,USA,5.0,125371133.0,1.0,1.0,34.0522342,-118.2436849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
8242,other,1,2012,other,5.0,125371133.0,2.0,3.0,65.0120888,25.4650772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4380.0
8245,other,1,2011,other,5.0,125371133.0,1.0,3.0,65.0120888,25.4650772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
8253,education,1,2011,USA,5.0,125371133.0,1.0,2.0,39.2673283,-76.7983067,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
8258,consulting,1,2006,GBR,5.0,125371133.0,2.0,14.0,53.4807593,-2.2426305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8030.0
8265,mobile,1,2010,other,5.0,125371133.0,1.0,2.0,37.566535,126.9779692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
8267,education,1,2011,other,5.0,125371133.0,2.0,2.0,-36.8484597,174.7633315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
8274,other,1,2010,GBR,5.0,125371133.0,1.0,1.0,51.296407,-0.33112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6570.0
8281,games_video,1,2011,IRL,5.0,125371133.0,1.0,3.0,53.3498053,-6.2603097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3285.0
8285,software,1,2003,USA,5.0,125371133.0,1.0,5.0,29.5688411,-97.9647269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8291,games_video,1,2006,other,5.0,125371133.0,1.0,3.0,37.9838096,23.7275388,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3285.0
8293,search,1,2008,AUS,5.0,125371133.0,1.0,1.0,-37.8136276,144.9630576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5475.0
8300,software,1,2011,USA,5.0,125371133.0,1.0,2.0,37.3382082,-121.8863286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8303,other,1,1998,USA,5.0,125371133.0,1.0,4.0,33.3942655,-104.5230242,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
8304,search,1,2012,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5840.0
8306,games_video,1,2002,CAN,5.0,125371133.0,1.0,7.0,45.4215296,-75.6971931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3285.0
8308,software,1,2009,USA,5.0,125371133.0,1.0,2.0,29.7604267,-95.3698028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8313,ecommerce,1,2003,USA,5.0,125371133.0,2.0,6.0,30.267153,-97.7430608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
8315,web,1,2010,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4015.0
8321,software,1,2007,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8322,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,25.72149,-80.2683838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
8323,other,1,1998,USA,5.0,125371133.0,1.0,4.0,32.715738,-117.1610838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8395.0
8326,games_video,1,2011,other,5.0,125371133.0,1.0,2.0,59.4369608,24.7535747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
8329,consulting,1,1998,USA,5.0,125371133.0,1.0,2.0,33.4483771,-112.0740373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8338,software,1,2007,USA,5.0,125371133.0,1.0,2.0,34.8526176,-82.3940104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,28835.0
8344,consulting,1,2004,DEU,5.0,125371133.0,1.0,1.0,51.3396955,12.3730747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5840.0
8354,web,1,2009,USA,5.0,125371133.0,1.0,2.0,43.16103,-77.6109219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8356,consulting,1,2003,USA,5.0,125371133.0,1.0,1.0,34.274646,-119.2290316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
8360,other,1,2011,AUS,5.0,125371133.0,1.0,1.0,-33.89013,151.17988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3650.0
8367,other,1,2008,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8378,ecommerce,1,2003,USA,5.0,125371133.0,1.0,1.0,40.7556561,-73.5876273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8396,consulting,1,2000,GBR,5.0,125371133.0,1.0,6.0,51.5073509,-0.1277583,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4015.0
8402,software,1,1992,USA,5.0,125371133.0,3.0,9.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8405,games_video,1,2006,ESP,5.0,125371133.0,2.0,2.0,41.3850639,2.1734035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3285.0
8417,software,1,1978,other,5.0,125371133.0,1.0,3.0,51.253775,-85.323214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
8418,advertising,1,2010,USA,5.0,125371133.0,1.0,1.0,36.1699412,-115.1398296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
8421,mobile,1,2002,CAN,5.0,125371133.0,1.0,6.0,45.4215296,-75.6971931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3285.0
8424,network_hosting,1,2007,USA,5.0,125371133.0,1.0,2.0,39.9829946,-104.8003438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
8425,software,1,2010,USA,5.0,125371133.0,1.0,2.0,45.5230622,-122.6764815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
8436,software,2,2009,USA,5.0,125371133.0,1.0,4.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
8440,other,1,1991,USA,5.0,125371133.0,1.0,1.0,39.9205411,-105.0866504,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
8441,web,1,2011,USA,5.0,125371133.0,1.0,2.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
8445,software,1,1999,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8453,software,1,2010,USA,5.0,125371133.0,1.0,1.0,37.6780742,-97.2392359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8458,software,1,2001,USA,5.0,125371133.0,1.0,1.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8459,other,1,1992,USA,5.0,125371133.0,1.0,1.0,48.1919889,-114.316813,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
8463,mobile,1,2008,CAN,5.0,125371133.0,1.0,3.0,49.2827291,-123.1207375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3285.0
8464,web,1,2010,other,5.0,125371133.0,1.0,5.0,55.755826,37.6172999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
8473,games_video,1,2007,IND,5.0,125371133.0,1.0,5.0,12.9715987,77.5945627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4015.0
8476,other,1,2004,IND,5.0,125371133.0,1.0,2.0,22.3071588,73.1812187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3650.0
8477,web,1,2010,other,5.0,125371133.0,1.0,2.0,22.543096,114.057865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
8478,other,1,2011,AUS,5.0,125371133.0,1.0,3.0,-37.8136276,144.9630576,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4745.0
8479,ecommerce,1,2003,DEU,5.0,125371133.0,1.0,4.0,52.5200066,13.404954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3650.0
8481,software,1,2008,other,5.0,125371133.0,1.0,3.0,42.6977082,23.3218675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
8482,software,1,1996,other,5.0,125371133.0,1.0,1.0,43.7695604,11.2558136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
8486,mobile,1,2005,other,5.0,125371133.0,1.0,1.0,-25.7478676,28.2292712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
8498,advertising,1,2011,USA,5.0,125371133.0,1.0,2.0,25.8195424,-80.3553302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8500,ecommerce,1,2011,USA,5.0,125371133.0,1.0,1.0,33.1580933,-117.3505939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
8502,web,1,2006,GBR,5.0,125371133.0,1.0,1.0,51.4843509,-3.57887,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
8508,software,1,2010,USA,5.0,125371133.0,1.0,2.0,52.2296756,21.0122287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
8509,advertising,1,1993,USA,5.0,125371133.0,1.0,2.0,33.8302961,-116.5452921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8511,other,1,2010,ISR,5.0,125371133.0,1.0,3.0,32.0852999,34.7817676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5840.0
8512,web,1,2011,NLD,5.0,125371133.0,2.0,2.0,52.3702157,4.8951679,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3285.0
8514,games_video,1,2011,USA,5.0,125371133.0,1.0,1.0,39.9606643,-75.6054882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
8517,advertising,1,2011,USA,5.0,125371133.0,1.0,2.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
8521,web,1,2001,USA,5.0,125371133.0,1.0,1.0,34.0194543,-118.4911912,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8522,ecommerce,1,2010,AUS,5.0,125371133.0,1.0,2.0,-37.8136276,144.9630576,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6205.0
8527,web,1,1998,USA,5.0,125371133.0,1.0,2.0,43.5445959,-96.7311034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
8529,advertising,1,2003,USA,5.0,125371133.0,1.0,1.0,40.521893,-111.9391023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3285.0
8533,software,1,1981,USA,5.0,125371133.0,1.0,9.0,45.3565074,-122.840098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
8543,enterprise,1,2007,GBR,5.0,125371133.0,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3285.0
8549,ecommerce,1,2008,other,5.0,125371133.0,3.0,10.0,22.396428,114.109497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7300.0
8553,software,2,2009,other,5.0,125371133.0,2.0,2.0,46.5196535,6.6322734,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5840.0
8566,education,1,2007,GBR,5.0,125371133.0,1.0,1.0,51.5073509,-0.1277583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10950.0
